alpha_neural,variant,seed,accuracy,balanced_accuracy,macro_f1_13,regional_macro_f1,weighted_f1,mcc,ece_15,brier,worst_present_dialect_f1,examples
0.45,M1,2903,0.8766360617308068,0.794179750047218,0.8130791240182847,0.8035499005518459,0.8754471403013505,0.8577155181189691,0.042406802470671766,0.1829894741104997,0.48226950354609927,10238.0
0.45,M1,4307,0.8764407110763821,0.7931169924428718,0.8083980076004619,0.7986307135394853,0.8752497798893953,0.8574546700639031,0.042838352627820146,0.18399470916505684,0.4142857142857143,10238.0
0.47500000000000003,M0,1701,0.8735104512600117,0.7909273072331368,0.8084584193298417,0.7984092081019011,0.8722005036733554,0.8540338773731513,0.04545154234090295,0.18525920474258298,0.496551724137931,10238.0
0.47500000000000003,M0,2903,0.8751709318226216,0.7907553739400914,0.8057446185073454,0.7955792592268347,0.8734816691787703,0.8559703476829408,0.04764942202022,0.18339223473531385,0.42105263157894735,10238.0
0.47500000000000003,M0,4307,0.8766360617308068,0.788541890065443,0.8090805331163138,0.7989628449553409,0.8747116170463048,0.8576091740807691,0.04053340310172956,0.1826559587402048,0.417910447761194,10238.0
0.47500000000000003,M1,1701,0.8769290877124438,0.7968550144447164,0.8132233691785575,0.8036251940345758,0.8756241138907948,0.8580468446614089,0.04105014795931132,0.18254853554340386,0.48484848484848486,10238.0
0.47500000000000003,M1,2903,0.8765383864035945,0.7950679052758892,0.8137197581150644,0.8042799179435877,0.875435694475218,0.8576051905508536,0.04148597664584355,0.18308749957961137,0.48951048951048953,10238.0
0.47500000000000003,M1,4307,0.8767337370580192,0.7955703509881233,0.8102389345637875,0.8006831767303327,0.875607203816356,0.8578014603575693,0.04318747880444693,0.1840531864164801,0.42857142857142855,10238.0
0.5,M0,1701,0.8731197499511624,0.7902531620328971,0.8067058494491874,0.7964989822688592,0.871813411177531,0.8535927415724963,0.04437380904326632,0.1855732988904967,0.4827586206896552,10238.0
0.5,M0,2903,0.8739988278960734,0.789165078711721,0.8032855335360882,0.7929344173725182,0.87225857023296,0.8546046908740882,0.046088482052242585,0.18364820605601642,0.40298507462686567,10238.0
0.5,M0,4307,0.8753662824770463,0.7871318294999452,0.8071985394857238,0.7968262254933812,0.8734538317967918,0.8561449094189657,0.03868609514900068,0.1828398404830299,0.4148148148148148,10238.0
0.5,M1,1701,0.8751709318226216,0.7949019904854736,0.8106653856274593,0.8008617989810437,0.873815882129498,0.8560156185191723,0.03905621400875464,0.182748293336289,0.4925373134328358,10238.0
0.5,M1,2903,0.874975581168197,0.790481077862754,0.8101124936255201,0.800355359849192,0.8737518416825254,0.855797563362707,0.040468875640050916,0.1833467272893274,0.4755244755244755,10238.0
0.5,M1,4307,0.8745848798593475,0.7935716587018576,0.8076074069495617,0.7978517471390815,0.8735433877104166,0.85532392786996,0.04089891466609523,0.1842628243706542,0.43356643356643354,10238.0
0.525,M0,1701,0.8729243992967376,0.7898583616178091,0.8066108886958373,0.7964603443119667,0.8715670512578435,0.8533625878488815,0.04362080273555211,0.18604265189566102,0.4827586206896552,10238.0
0.525,M0,2903,0.8729243992967376,0.7887460409729482,0.8017471500675081,0.7912808227193074,0.8712676720829998,0.8533738033180974,0.04455372644677797,0.18406345010918146,0.39705882352941174,10238.0
0.525,M0,4307,0.8737058019144364,0.7854972800407738,0.8067438539073849,0.796494060123805,0.8717376188662691,0.8542047043821415,0.03659280878822692,0.1831796611373461,0.4264705882352941,10238.0
