global_step,microbatch,tokens_seen,loss,lm_loss,mtp_loss,gradient_norm,lr_scale,interval_tokens_per_second,overall_tokens_per_second,peak_memory_gib,model,phase,tokens_millions,smoothed_lm_loss,bank_constraint_strength,router_load_cv,router_entropy,router_z_loss
110,7040,28835840,6.432462215423584,6.050889015197754,7.631468772888184,0.19995695352554302,0.987016436303178,24146.889040032635,24571.77842673187,5.091156005859375,F dense,foundation,28.83584,6.223127555847168,,,,
120,7680,31457280,6.34398078918457,5.961484432220459,7.649919033050537,0.25805017352104104,0.9838407011635941,24639.640089391272,24577.41928475066,5.091156005859375,F dense,foundation,31.45728,6.123410892486572,,,,
130,8320,34078720,6.033689498901367,5.669709205627441,7.279600143432617,0.24775999784469602,0.980324858726151,25395.038188586834,24638.43924140881,5.091156005859375,F dense,foundation,34.07872,5.988492488861084,,,,
140,8960,36700160,6.439352989196777,6.056163787841797,7.663778305053711,0.20384703576564703,0.976471665218351,24963.393277910327,24661.36942175626,5.091156005859375,F dense,foundation,36.70016,5.956806564331055,,,,
150,9600,39321600,5.835638046264648,5.468554973602295,7.341670989990234,0.177175313234329,0.972284141332414,25053.491714278396,24687.12863484715,5.091156005859375,F dense,foundation,39.3216,5.841360282897949,,,,
160,10240,41943040,5.595882415771484,5.230387210845947,7.309892654418945,0.184126213192939,0.967765569857232,24939.89874611433,24702.776562199924,5.091156005859375,F dense,foundation,41.94304,5.677259922027588,,,,
170,10880,44564480,5.861264228820801,5.496831893920898,7.288647651672363,0.161262899637222,0.962919493104834,25181.71012430237,24730.44426159743,5.091156005859375,F dense,foundation,44.56448,5.584329414367676,,,,
180,11520,47185920,5.689342021942139,5.322312355041504,7.340588569641113,0.205819994211196,0.95774971013341,25192.791988249694,24755.684581865502,5.091156005859375,F dense,foundation,47.18592,5.514850044250489,,,,
190,12160,49807360,4.989006042480469,4.6431498527526855,6.917126655578613,0.181449651718139,0.9522602737690611,25339.85448161364,24785.758060347478,5.091156005859375,F dense,foundation,49.80736,5.232247257232666,,,,
200,12800,52428800,5.452037334442139,5.0927815437316895,7.185121536254883,0.18505470454692802,0.9464554874286031,22157.267566353108,24639.6096699845,5.091156005859375,F dense,foundation,52.4288,5.157092571258545,,,,
210,13440,55050240,5.240206718444824,4.889950752258301,7.005124092102051,0.159338504076004,0.9403399017459231,25024.370089307195,24657.663105328233,5.091156005859375,F dense,foundation,55.05024,5.0890052795410154,,,,
220,14080,57671680,5.344516277313232,4.995096206665039,6.988406181335449,0.21058033406734403,0.933918311004536,25079.00882136455,24676.50780551818,5.091156005859375,F dense,foundation,57.67168,4.988658142089844,,,,
230,14720,60293120,5.180586814880371,4.8356428146362305,6.898884296417236,0.15553097426891302,0.9271957493791271,25094.386176006472,24694.38682618276,5.091156005859375,F dense,foundation,60.29312,4.891324234008789,,,,
240,15360,62914560,5.276844978332519,4.928532600402832,6.966249942779541,0.16208796203136402,0.9201774869890351,25531.619611652488,24728.173750827395,5.091156005859375,F dense,foundation,62.91456,4.948400783538818,,,,
250,16000,65536000,5.391701698303223,5.038415908813477,7.065712928771973,0.16768755018711,0.9128690257667671,25429.83423035893,24755.495915774212,5.091156005859375,F dense,foundation,65.536,4.937527656555176,,,,
260,16640,68157440,4.975399971008301,4.63250732421875,6.857860565185547,0.170296147465705,0.905276095144788,25471.383657357102,24782.285155612884,5.091156005859375,F dense,foundation,68.15744,4.886038970947266,,,,
270,17280,70778880,4.814885139465332,4.481188774108887,6.673922538757324,0.140796065330505,0.8974046475639601,26018.159618703576,24825.96087703672,5.091156005859375,F dense,foundation,70.77888,4.783257484436035,,,,
280,17920,73400320,4.939133644104004,4.596465110778809,6.853374481201172,0.15252873301506,0.889260853807152,25873.861536720313,24861.92218966792,5.091156005859375,F dense,foundation,73.40032,4.735421943664551,,,,
290,18560,76021760,5.135717391967773,4.7882490158081055,6.949373722076416,0.136838763952255,0.880851098161687,22969.370493596078,24791.484808817702,5.091156005859375,F dense,foundation,76.02176,4.707365226745606,,,,
300,19200,78643200,4.494894504547119,4.167479038238525,6.548315048217773,0.12691028416156702,0.8721819734144131,25662.549481592345,24819.566518058335,5.091156005859375,F dense,foundation,78.6432,4.533177852630615,,,,
310,19840,81264640,4.943185329437256,4.60245943069458,6.81452751159668,0.132544100284576,0.8632602756833171,24221.46844254189,24799.812354877864,5.091156005859375,F dense,foundation,81.26464,4.527168273925781,,,,
320,20480,83886080,4.924246788024902,4.5890374183654785,6.704181671142578,0.12341764569282501,0.854092999089741,24405.23133087226,24787.28866475808,5.091156005859375,F dense,foundation,83.88608,4.5487380027771,,,,
330,21120,86507520,4.701728820800781,4.371440887451172,6.605766296386719,0.13864789903163902,0.844687330275378,24500.597131323055,24778.50250057278,5.091156005859375,F dense,foundation,86.50752,4.503733158111572,,,,
340,21760,89128960,4.7330474853515625,4.396886825561523,6.723206520080566,0.129835754632949,0.8350506427683381,24510.465877096336,24770.535422934143,5.091156005859375,F dense,foundation,89.12896,4.425460720062256,,,,
350,22400,91750400,5.015934467315674,4.6732258796691895,6.85417366027832,0.1306823939085,0.825190491202705,24558.88459045608,24764.43764269193,5.091156005859375,F dense,foundation,91.7504,4.526610088348389,,,,
360,23040,94371840,5.000043869018555,4.653843879699707,6.924002647399902,0.131342142820358,0.815114605396121,24435.797845369885,24755.18943905756,5.091156005859375,F dense,foundation,94.37184,4.536886978149414,,,,
370,23680,96993280,5.285950183868408,4.939523696899414,6.928534030914307,0.139171108603477,0.804830884290032,24796.037029098698,24756.291658402526,5.091156005859375,F dense,foundation,96.99328,4.606984233856201,,,,
380,24320,99614720,4.706087112426758,4.37358283996582,6.650092124938965,0.12131933867931301,0.7943473897573501,24718.43511870929,24755.293948155875,5.091156005859375,F dense,foundation,99.61472,4.607412624359131,,,,
390,24960,102236160,5.009639263153076,4.67387580871582,6.7152605056762695,0.116182781755924,0.7836723402823911,21607.28095816652,24663.15982500755,5.091156005859375,F dense,foundation,102.23616,4.66281042098999,,,,
400,25600,104857600,4.430427074432373,4.11034631729126,6.401616096496582,0.11935301870107601,0.77281410451803,24418.967774797202,24656.99551623878,5.091156005859375,F dense,foundation,104.8576,4.5502345085144045,,,,
410,26240,107479040,4.585400104522705,4.257985115051269,6.548295021057129,0.12232570350170101,0.761781194725139,24298.8265497901,24648.134105967783,5.091156005859375,F dense,foundation,107.47904,4.471062755584716,,,,
420,26880,110100480,4.098165035247803,3.786467552185058,6.23395299911499,0.127186685800552,0.7505822600994421,24839.394352945794,24652.653686136127,5.091156005859375,F dense,foundation,110.10048,4.240451526641846,,,,
430,27520,112721920,4.8544020652771,4.516645431518555,6.755132675170898,0.117493271827697,0.7392260799910191,25398.539722224505,24669.501969392575,5.091156005859375,F dense,foundation,112.72192,4.269064044952392,,,,
440,28160,115343360,4.987669467926025,4.650337219238281,6.746634006500244,0.119950249791145,0.7277215570217771,26014.56720993556,24698.525155632306,5.091156005859375,F dense,foundation,115.34336,4.264356327056885,,,,
450,28800,117964800,4.476086616516113,4.156498432159424,6.391765594482422,0.12034995853900901,0.7160777101062861,25909.122473736556,24724.19697715056,5.091156005859375,F dense,foundation,117.9648,4.273586750030518,,,,
460,29440,120586240,4.061228275299072,3.746432781219482,6.295907020568848,0.111315943300724,0.704303667381441,25499.93991121441,24740.558749409694,5.091156005859375,F dense,foundation,120.58624,4.1712762832641594,,,,
470,30080,123207680,4.50792646408081,4.181044578552246,6.537635803222656,0.136712908744812,0.6924086590505061,26079.698295450173,24767.617618937642,5.091156005859375,F dense,foundation,123.20768,4.250191688537598,,,,
480,30720,125829120,4.354795932769775,4.033978462219238,6.416347026824951,0.10677237808704301,0.6804020101471411,23114.478438208364,24730.768958580054,5.091156005859375,F dense,foundation,125.82912,4.153658294677735,,,,
490,31360,128450560,4.327771186828613,4.010789394378662,6.339630126953125,0.115557841956615,0.6682931332250871,25705.98791494414,24749.931175451722,5.091156005859375,F dense,foundation,128.45056,4.0257487297058105,,,,
500,32000,131072000,4.136768341064453,3.82341980934143,6.266978740692139,0.112093694508075,0.6560915209792421,25624.840458836097,24766.84346905684,5.091156005859375,F dense,foundation,131.072,3.959133005142212,,,,
510,32640,133693440,4.615455627441406,4.289316654205322,6.522780418395996,0.09903308004140801,0.643806738803906,25095.587155437875,24773.20661828439,5.091156005859375,F dense,foundation,133.69344,4.0677097797393795,,,,
520,33280,136314880,5.058065414428711,4.715860843658447,6.84409236907959,0.107496373355388,0.63144841729404,25282.41316491497,24782.805542874616,5.091156005859375,F dense,foundation,136.31488,4.17467303276062,,,,
530,33920,138936320,4.295197010040283,3.976834774017334,6.367244720458984,0.11821086704730902,0.619026244695408,25283.256041519104,24792.064561295814,5.091156005859375,F dense,foundation,138.93632,4.163244295120239,,,,
540,34560,141557760,4.254377365112305,3.936046600341797,6.366613388061523,0.10580624639987901,0.60654995930952,25266.74544191848,24800.69280667704,5.091156005859375,F dense,foundation,141.55776,4.148295736312866,,,,
550,35200,144179200,4.230963706970215,3.914773464202881,6.323797225952148,0.100391924381256,0.5940293418593451,25385.859750267144,24811.091316008507,5.091156005859375,F dense,foundation,144.1792,4.166566467285156,,,,
560,35840,146800640,4.334779262542725,4.014208316802978,6.41141939163208,0.097532711923122,0.5814742078217531,24591.938200683482,24807.14362071501,5.091156005859375,F dense,foundation,146.80064,4.111544799804688,,,,
570,36480,149422080,4.35528564453125,4.033869743347168,6.4283246994018555,0.102049969136714,0.568894399732728,24881.92697145229,24808.451735079758,5.091156005859375,F dense,foundation,149.42208,3.9751465797424315,,,,
580,37120,152043520,4.051387310028076,3.744612693786621,6.135489463806152,0.09593753516674,0.556299779471354,22056.55438726515,24755.200092551157,5.091156005859375,F dense,foundation,152.04352,3.928702163696289,,,,
590,37760,154664960,3.825471401214599,3.522491216659546,6.059605598449707,0.09733417630195601,0.5437002205286451,24744.68833069353,24755.02185269304,5.091156005859375,F dense,foundation,154.66496,3.845991086959839,,,,
600,38400,157286400,4.11342191696167,3.801721572875976,6.234010696411133,0.09684070944786001,0.531105600267271,25646.68052153355,24769.37447521797,5.091156005859375,F dense,foundation,157.2864,3.823380708694458,,,,
610,39040,159907840,4.370105266571045,4.050137042999268,6.399364948272705,0.094403631985187,0.518525792178246,24024.539363144577,24756.7918980365,5.091156005859375,F dense,foundation,159.90784,3.8305664539337156,,,,
620,39680,162529280,4.520809173583984,4.198791027069092,6.44036865234375,0.08899804949760401,0.505970658140654,24418.875832175374,24751.267449562958,5.091156005859375,F dense,foundation,162.52928,3.8635507106781004,,,,
630,40320,165150720,4.2225141525268555,3.90732455253601,6.303797721862793,0.09314393997192301,0.49345004069047904,25626.750382532853,24764.69654025148,5.091156005859375,F dense,foundation,165.15072,3.896093082427978,,,,
640,40960,167772160,5.02475643157959,4.685725212097168,6.780628681182861,0.090458542108535,0.480973755304591,25295.309840909835,24772.816119663217,5.091156005859375,F dense,foundation,167.77216,4.128739881515502,,,,
650,41600,170393600,3.939932107925415,3.6346933841705322,6.104775428771973,0.08958475291728901,0.46855158270595904,25836.137538868123,24788.51158037742,5.091156005859375,F dense,foundation,170.3936,4.095334243774413,,,,
660,42240,173015040,4.444575786590576,4.119705200195312,6.497414588928223,0.09092517942190101,0.45619326119609305,25012.397169372347,24791.873878685805,5.091156005859375,F dense,foundation,173.01504,4.109247875213623,,,,
670,42880,175636480,4.315119743347168,3.9957423210144043,6.387542247772217,0.09230360388755701,0.44390847902075703,21433.269850826855,24734.025608625714,5.091156005859375,F dense,foundation,175.63648,4.068638134002685,,,,
680,43520,178257920,4.911633491516113,4.574002742767334,6.752620697021484,0.08587386459112101,0.43170686677491205,23292.403396087615,24711.53361516853,5.091156005859375,F dense,foundation,178.25792,4.20197377204895,,,,
690,44160,180879360,4.051867485046387,3.747067451477051,6.096007347106934,0.085757069289684,0.419597989852858,23110.250166117374,24686.74351496214,5.091156005859375,F dense,foundation,180.87936,4.014242219924927,,,,
700,44800,183500800,4.534585475921631,4.209519863128662,6.501315593719482,0.09134896844625401,0.407591340949494,20559.506827089364,24616.149357235503,5.091156005859375,F dense,foundation,183.5008,4.129207515716553,,,,
710,45440,186122240,4.063348770141602,3.754754066467285,6.171892166137695,0.088052175939083,0.395696332618558,20040.37012952089,24537.24032955872,5.091156005859375,F dense,foundation,186.12224,4.056217288970947,,,,
720,46080,188743680,3.7948122024536133,3.492425918579101,6.047733306884766,0.091623462736606,0.383922289893713,19677.713881070842,24453.366693148593,5.091156005859375,F dense,foundation,188.74368,3.9555540084838867,,,,
730,46720,191365120,4.142333030700684,3.834690570831299,6.152847766876221,0.093293897807598,0.37227844297822205,22297.02480213367,24421.013918399243,5.091156005859375,F dense,foundation,191.36512,3.8076915740966797,,,,
740,47360,193986560,4.240481853485107,3.923695564270019,6.335728645324707,0.08712713420391001,0.36077392000898,20683.482160682994,24361.525285044954,5.091156005859375,F dense,foundation,193.98656,3.8430171966552735,,,,
750,48000,196608000,3.9380943775177,3.634971618652343,6.062458992004394,0.08308462798595401,0.349417739900557,20244.44440677122,24295.645720648947,5.091156005859375,F dense,foundation,196.608,3.72810754776001,,,,
760,48640,199229440,4.197413921356201,3.888691902160644,6.1744384765625,0.08607450127601601,0.33821880527486003,23062.368527938426,24278.56264076381,5.091156005859375,F dense,foundation,199.22944,3.754895114898681,,,,
770,49280,201850880,4.275664806365967,3.955383777618408,6.405618667602539,0.08216141164302801,0.32718589548197,17755.067546807888,24163.26434416205,5.091156005859375,F dense,foundation,201.85088,3.8474866867065423,,,,
780,49920,204472320,4.533435821533203,4.212555885314941,6.417599201202393,0.08385545015335001,0.316327659717608,19528.86637188288,24089.97210566123,5.091156005859375,F dense,foundation,204.47232,3.9230597496032713,,,,
790,50560,207093760,4.85230016708374,4.514318943023682,6.759626388549805,0.082352988421916,0.305652610242649,19914.522152707847,24026.20576522873,5.091156005859375,F dense,foundation,207.09376,4.041184425354004,,,,
800,51200,209715200,3.860943078994751,3.561202764511108,5.994805335998535,0.083394460380077,0.295169115709967,19659.45832503194,23959.681882805395,5.091156005859375,F dense,foundation,209.7152,4.026430654525756,,,,
810,51840,212336640,4.029885292053223,3.722227811813354,6.15314245223999,0.08296352624893101,0.284885394603878,20137.162120762277,23903.66345452163,5.091156005859375,F dense,foundation,212.33664,3.993137836456299,,,,
820,52480,214958080,4.349907398223877,4.033753871917725,6.323064804077148,0.08283457905054001,0.27480950879729404,21537.909016219513,23871.686626750663,5.091156005859375,F dense,foundation,214.95808,4.0088118553161625,,,,
830,53120,217579520,3.884435653686523,3.589454174041748,5.899633407592773,0.082724794745445,0.264949357231661,22841.945890543328,23858.727850652907,5.091156005859375,F dense,foundation,217.57952,3.8841915130615234,,,,
840,53760,220200960,4.265952110290527,3.951340675354004,6.292235374450684,0.081014648079872,0.255312669724621,23076.30876237657,23849.101407952174,5.091156005859375,F dense,foundation,220.20096,3.771595859527588,,,,
850,54400,222822400,4.520535469055176,4.200703620910644,6.396640777587891,0.08403617143630901,0.24590700091025902,23216.168213970715,23841.454582911334,5.091156005859375,F dense,foundation,222.8224,3.8994960308074953,,,,
860,55040,225443840,4.350896835327148,4.036685943603516,6.284212589263916,0.080413691699504,0.23673972431668303,20602.250373498562,23797.94702473348,5.091156005859375,F dense,foundation,225.44384,3.9623876571655274,,,,
870,55680,228065280,4.266805648803711,3.951949119567871,6.297138214111328,0.08084598928689901,0.22781802658558603,23744.590429076085,23797.332368269686,5.091156005859375,F dense,foundation,228.06528,3.9460267066955566,,,,
880,56320,230686720,4.228281497955322,3.9231081008911133,6.103466987609863,0.080221936106681,0.219148901838312,23148.319679567245,23789.752860987162,5.091156005859375,F dense,foundation,230.68672,4.01275749206543,,,,
890,56960,233308160,4.226506233215332,3.909320831298828,6.343711853027344,0.080336466431617,0.210739146192847,24272.19850131175,23795.06704021028,5.091156005859375,F dense,foundation,233.30816,4.0043535232543945,,,,
900,57600,235929600,4.26688289642334,3.953059196472168,6.276473045349121,0.08065979182720101,0.20259535243603902,24530.248603126074,23802.993545010137,5.091156005859375,F dense,foundation,235.9296,3.9548246383666994,,,,
910,58240,238551040,3.8504385948181152,3.555888652801513,5.890996932983398,0.080314621329307,0.19472390485521102,23845.683198451596,23803.461831458295,5.091156005859375,F dense,foundation,238.55104,3.858665180206299,,,,
920,58880,241172480,4.183347225189209,3.871293067932129,6.24108362197876,0.07986950129270501,0.18713097423323202,24296.810755022,23808.716593717003,5.091156005859375,F dense,foundation,241.17248,3.8425339698791503,,,,
930,59520,243793920,3.796572685241699,3.497920036315918,5.973049640655518,0.081732660531997,0.17982251301096402,24157.141462987216,23812.409633614945,5.091156005859375,F dense,foundation,243.79392,3.7574963569641113,,,,
940,60160,246415360,4.138607025146484,3.832045078277588,6.131239414215088,0.080443561077117,0.172804250620872,23888.191270021347,23813.21329085138,5.091156005859375,F dense,foundation,246.41536,3.7420412063598634,,,,
950,60800,249036800,3.948476791381836,3.647187709808349,6.025782585144043,0.079120829701423,0.16608168899546302,24027.68544607608,23815.45095128278,5.091156005859375,F dense,foundation,249.0368,3.6808669090271,,,,
960,61440,251658240,3.794678688049316,3.493345022201538,6.026677131652832,0.08034670352935701,0.159660098254076,20990.713963424612,23782.11368194118,5.091156005859375,F dense,foundation,251.65824,3.6683581829071046,,,,
970,62080,254279680,3.7176027297973633,3.419369220733642,5.964670181274414,0.07935656607151001,0.153544512571397,24092.75364356205,23785.27528491913,5.091156005859375,F dense,foundation,254.27968,3.577973413467407,,,,
980,62720,256901120,3.8321633338928223,3.527883052825927,6.085606098175049,0.07977093756198801,0.147739726230938,24823.67910726293,23795.432336400827,5.091156005859375,F dense,foundation,256.90112,3.5839660167694083,,,,
990,63360,259522560,4.150280952453613,3.8417129516601562,6.171360015869141,0.07876740396022701,0.14225028986658902,25068.944820394496,23807.648883298556,5.091156005859375,F dense,foundation,259.52256,3.585899591445922,,,,
1000,64000,262144000,3.475677251815796,3.195136308670044,5.610817909240723,0.07870361208915701,0.13708050689516502,24755.283542379657,23816.765964448725,5.091156005859375,F dense,foundation,262.144,3.495489311218262,,,,
1010,64640,264765440,3.535784006118774,3.247354984283447,5.7685770988464355,0.07949034124612801,0.132234430142767,25269.20788117341,23830.327716088847,5.091156005859375,F dense,foundation,264.76544,3.4462913036346436,,,,
1020,65280,267386880,3.83004093170166,3.5347177982330322,5.906461715698242,0.078909665346145,0.127715858667585,25102.344891020424,23842.172423457967,5.091156005859375,F dense,foundation,267.38688,3.4693610191345217,,,,
1030,65920,270008320,3.710067749023437,3.417839050292968,5.844569683074951,0.07838974893093101,0.12352833478164801,24831.80355134339,23851.40114952911,5.091156005859375,F dense,foundation,270.00832,3.447352218627929,,,,
1040,66560,272629760,4.221913337707519,3.9025862216949463,6.38654088973999,0.080085963010787,0.11967514127384801,24906.001479356506,23861.116116046043,5.091156005859375,F dense,foundation,272.62976,3.459526872634887,,,,
1050,67200,275251200,3.872189998626709,3.5736865997314453,5.97006893157959,0.078684002161026,0.11615929883640501,24728.57787920584,23869.09051155499,5.091156005859375,F dense,foundation,275.2512,3.535236930847167,,,,
1060,67840,277872640,3.825461864471435,3.528447389602661,5.9402899742126465,0.077693879604339,0.11298356369682101,21713.40031783178,23846.75571790234,5.091156005859375,F dense,foundation,277.87264,3.591455411911011,,,,
1070,68480,280494080,3.628288507461548,3.3333511352539062,5.898746490478516,0.079479902982711,0.110150425457141,24725.961044427822,23854.683049094223,5.091156005859375,F dense,foundation,280.49408,3.5511820793151854,,,,
1080,69120,283115520,3.376784086227417,3.094545364379883,5.644774436950684,0.08008830249309501,0.107662105142244,24613.251323718952,23861.492303095427,5.091156005859375,F dense,foundation,283.11552,3.4865233421325685,,,,
1090,69760,285736960,3.556630134582519,3.262146711349487,5.889670372009277,0.07957919687032701,0.10552055345868301,24817.054957432956,23869.92435886962,5.091156005859375,F dense,foundation,285.73696,3.3584354400634764,,,,
1100,70400,288358400,4.280365943908691,3.9626965522766113,6.353389739990234,0.07896953076124101,0.103727449265437,24777.383337623683,23877.874494578024,5.091156005859375,F dense,foundation,288.3584,3.43623743057251,,,,
1110,71040,290979840,3.749971628189087,3.462577581405639,5.74788236618042,0.07907320559024801,0.102284198257776,24613.092131749287,23884.301953558934,5.091156005859375,F dense,foundation,290.97984,3.4230634689331056,,,,
1120,71680,293601280,3.4067964553833012,3.123070955276489,5.674509525299072,0.079138338565826,0.101191931865275,24638.237408827175,23890.8293160956,5.091156005859375,F dense,foundation,293.60128,3.381007432937622,,,,
1130,72320,296222720,3.825281858444214,3.527441501617431,5.956803798675537,0.07902576774358701,0.100451506364837,24819.45950873999,23898.74242395118,5.091156005859375,F dense,foundation,296.22272,3.4675866603851313,,,,
1140,72960,298844160,3.66913890838623,3.374867439270019,5.885433673858643,0.079839080572128,0.10006350220941501,24402.349022379167,23903.0696402348,5.091156005859375,F dense,foundation,298.84416,3.4901308059692377,,,,
10,320,1310720,3.599907875061035,3.310472965240478,5.788691520690918,0.10819597542285901,0.9999388899385641,19805.362065707654,19805.362065707654,5.086769104003906,M0 dense,continuation,1.31072,3.310472965240478,,,,
20,640,2621440,4.20709228515625,3.901220798492431,6.117422103881836,0.10855975747108401,0.999690658759632,25138.726873309504,22155.598182105117,5.086769104003906,M0 dense,continuation,2.62144,3.6058468818664546,,,,
30,960,3932160,3.603311538696289,3.312007904052734,5.826076507568359,0.10679945349693201,0.9992515923451931,25215.364264199823,23089.533689221964,5.086769104003906,M0 dense,continuation,3.93216,3.5079005559285474,,,,
40,1280,5242880,3.999842405319214,3.695489406585693,6.087060928344727,0.10885204374790101,0.9986218770218691,25135.833700024734,23569.224404163368,5.086769104003906,M0 dense,continuation,5.24288,3.554797768592834,,,,
50,1600,6553600,3.798738002777099,3.499568939208984,5.98338508605957,0.10996639728546101,0.9978017800219671,24907.250016794605,23825.20395304039,5.086769104003906,M0 dense,continuation,6.5536,3.543752002716064,,,,
60,1920,7864320,3.882575035095215,3.580657720565796,6.038345336914062,0.10998692363500501,0.996791649370071,24852.176492786864,23990.43102335904,5.086769104003906,M0 dense,continuation,7.86432,3.5977889537811274,,,,
70,2240,9175040,4.09916877746582,3.783303260803222,6.317305564880371,0.10849692672491001,0.99559191373535,25172.332837089172,24152.433175031496,5.086769104003906,M0 dense,continuation,9.17504,3.5742054462432855,,,,
80,2560,10485760,3.732094526290893,3.439432144165039,5.853245735168457,0.108453460037708,0.994203082249643,20203.68654566333,23576.440582828527,5.086769104003906,M0 dense,continuation,10.48576,3.599690294265747,,,,
90,2880,11796480,3.628285884857177,3.34077501296997,5.750217914581299,0.10861487686634001,0.992625744291401,25268.991763139587,23753.220894081667,5.086769104003906,M0 dense,continuation,11.79648,3.5287474155426026,,,,
100,3200,13107200,4.007892608642578,3.70110535621643,6.135741233825684,0.108946926891803,0.9908605692355701,25189.27344298782,23889.41559710775,5.086769104003906,M0 dense,continuation,13.1072,3.569054698944091,,,,
110,3520,14417920,4.156172275543213,3.847172260284424,6.180002689361572,0.11038377135992,0.9889083061695311,24622.579500693653,23954.25777002498,5.086769104003906,M0 dense,continuation,14.41792,3.6223576068878165,,,,
120,3840,15728640,4.004178047180176,3.69618558883667,6.159841537475586,0.10882675647735501,0.9867697835752071,25310.580021584647,24061.707663464298,5.086769104003906,M0 dense,continuation,15.72864,3.604934072494506,,,,
130,4160,17039360,4.05854606628418,3.75022029876709,6.166506767272949,0.11073283851146601,0.9844459089774821,25213.967558204484,24146.590860351273,5.086769104003906,M0 dense,continuation,17.03936,3.667091703414916,,,,
140,4480,18350080,4.078820705413818,3.769879102706909,6.178829193115234,0.110638931393623,0.981937668559074,25330.729324183936,24227.488369949642,5.086769104003906,M0 dense,continuation,18.35008,3.7529125213623047,,,,
150,4800,19660800,3.70051622390747,3.411794900894165,5.774426460266113,0.111510448157787,0.97924612674203,25159.77068927651,24287.485719944725,5.086769104003906,M0 dense,continuation,19.6608,3.6950504302978517,,,,
160,5120,20971520,3.790793657302856,3.495401382446289,5.907844066619873,0.10992585122585201,0.9763724257360131,19315.333168317575,23902.917692562234,5.086769104003906,M0 dense,continuation,20.97152,3.6246962547302246,,,,
170,5440,22282240,3.355603694915771,3.081387042999267,5.484336853027344,0.11067839711904501,0.9733177850535881,25197.308240486625,23975.36587696161,5.086769104003906,M0 dense,continuation,22.28224,3.501736545562744,,,,
180,5760,23592960,3.3272805213928223,3.04835557937622,5.578500747680664,0.11270465701818401,0.970083500992693,25366.028000096634,24048.61234288463,5.086769104003906,M0 dense,continuation,23.59296,3.3613636016845705,,,,
190,6080,24903680,3.410519123077392,3.129308700561523,5.624204635620117,0.11069358140230101,0.966670946086533,25329.25744166895,24112.77760508793,5.086769104003906,M0 dense,continuation,24.90368,3.2332495212554924,,,,
200,6400,26214400,3.9309253692626953,3.621609210968017,6.186323165893555,0.11244241148233401,0.963081568521112,25271.47959303187,24168.183387787223,5.086769104003906,M0 dense,continuation,26.2144,3.275212383270263,,,,
210,6720,27525120,3.692433357238769,3.40268874168396,5.794889450073242,0.110836617648601,0.9593168915206751,24301.385166702396,24174.493209375723,5.086769104003906,M0 dense,continuation,27.52512,3.256669855117797,,,,
220,7040,28835840,4.043900489807129,3.7355213165283203,6.167584419250488,0.111524261534214,0.955378512701288,25065.310859891077,24213.609040589276,5.086769104003906,M0 dense,continuation,28.83584,3.3874967098236075,,,,
230,7360,30146560,3.387787342071533,3.105483531951904,5.646072864532471,0.110531166195869,0.951268103392864,20127.871959625747,24001.77870883217,5.086769104003906,M0 dense,continuation,30.14656,3.398922300338745,,,,
