global_step,microbatch,tokens_seen,loss,lm_loss,mtp_loss,gradient_norm,lr_scale,interval_tokens_per_second,overall_tokens_per_second,peak_memory_gib,variant,tokens_millions,bank_constraint_strength,router_load_cv,router_entropy,router_z_loss
960,30720,125829120,3.688888549804687,3.39552354812622,5.8634538650512695,0.11863472312688801,0.373625959548802,18617.58673029584,18273.95802799571,6.716399192810059,M2,125.82912,1.0,0.042386975139379,2.0774986743927,1.923914790153503
970,31040,127139840,4.193869590759277,3.878222465515136,6.309114456176758,0.11775040626525801,0.365135429761881,18900.175552463737,18280.2021105706,6.716399192810059,M2,127.13984,1.0,0.07687007635831801,2.07744812965393,1.916460037231445
980,31360,128450560,3.683746576309204,3.391491413116455,5.841274261474609,0.11778758466243701,0.35672335095701,18919.741630545,18286.509605761068,6.716399192810059,M2,128.45056,1.0,0.040402401238679005,2.077410936355591,1.9156286716461182
990,31680,129761280,3.9442732334136963,3.638877391815185,6.104083061218262,0.11785343289375301,0.34839329296827204,18945.241170492063,18292.934359968654,6.716399192810059,M2,129.76128,1.0,0.06467726826667701,2.077444076538086,1.918525099754333
1000,32000,131072000,3.830486536026001,3.532700061798095,5.951884746551514,0.11774520576000201,0.34014879082257204,14969.898212320904,18252.417422567418,6.716399192810059,M2,131.072,1.0,0.036208137869834005,2.077496528625488,1.924668788909912
1010,32320,132382720,3.851872205734253,3.549983978271484,6.033942222595215,0.11604222655296301,0.33199334323948104,18653.27935300695,18256.301886149035,6.716399192810059,M2,132.38272,1.0,0.07506139576435,2.077486276626587,1.909372091293335
1020,32640,133693440,4.179607391357422,3.867568016052246,6.236956596374512,0.117148168385028,0.323930411146483,18982.295788320254,18263.149822997813,6.716399192810059,M2,133.69344,1.0,0.09985646605491601,2.077527284622192,1.9146859645843501
1030,32960,135004160,4.007594108581543,3.69568133354187,6.23441743850708,0.11801229417324001,0.315963416210261,18960.495482977112,18269.673492954855,6.716399192810059,M2,135.00416,1.0,0.041198842227458,2.077501058578491,1.914684772491455
1040,33280,136314880,3.661579847335815,3.372687578201294,5.774017333984375,0.11817868798971101,0.308095739384645,19074.938640948294,18277.092563925722,6.716399192810059,M2,136.31488,1.0,0.052718821913003006,2.07750654220581,1.912033796310424
1050,33600,137625600,3.751448631286621,3.456086158752441,5.903431415557861,0.118323862552642,0.300330719475836,19042.291567180197,18284.09000478255,6.716399192810059,M2,137.6256,1.0,0.052407961338758004,2.077532291412353,1.9078754186630251
1060,33920,138936320,3.772783041000366,3.475601196289062,5.939868927001953,0.11901612579822501,0.292671651725517,18549.68471015776,18286.56007348342,6.716399192810059,M2,138.93632,1.0,0.05634742975234901,2.077504158020019,1.8860429525375362
1070,34240,140247040,3.78613543510437,3.493013381958008,5.858640670776367,0.117275819182395,0.28512178641245,15014.831833415587,18249.396157341525,6.716399192810059,M2,140.24704,1.0,0.069938197731971,2.077575445175171,1.900002360343933
1080,34560,141557760,3.584764003753662,3.299899101257324,5.693509101867676,0.11802519112825301,0.277684327473156,19038.230603248514,18256.400230541432,6.716399192810059,M2,141.55776,1.0,0.094262793660163,2.077513456344604,1.894815444946289
1090,34880,142868480,3.485333204269409,3.200663566589355,5.689573764801025,0.12023805826902301,0.270362431142263,18722.83958596954,18260.573836015075,6.716399192810059,M2,142.86848,1.0,0.06509927660226801,2.077481031417846,1.910234451293945
1100,35200,144179200,3.709507465362549,3.413708925247192,5.912189960479736,0.11677315831184301,0.263159204613089,18832.42132751601,18265.615985257326,6.716399192810059,M2,144.1792,1.0,0.098517574369907,2.077564001083374,1.889265060424804
1110,35520,145489920,3.765026569366455,3.468935012817383,5.91800594329834,0.11948122829198801,0.256077704719048,18515.167743569902,18267.83416668575,6.716399192810059,M2,145.48992,1.0,0.058048646897077005,2.077458620071411,1.911413550376892
1120,35840,146800640,3.443476915359497,3.157145977020263,5.722783088684082,0.11741196364164301,0.24912093663641602,18916.53073016328,18273.429193072225,6.716399192810059,M2,146.80064,1.0,0.06388867646455701,2.077553987503051,1.9193863868713381
1130,36160,148111360,3.678426504135132,3.391631603240967,5.7320966720581055,0.116063840687274,0.24229185260903002,18992.009000265713,18279.549752969026,6.716399192810059,M2,148.11136,1.0,0.042515762150287004,2.077581644058227,1.901616096496582
1140,36480,149422080,3.678478002548217,3.390891790390014,5.747889041900635,0.116141453385353,0.23559335069544102,18984.497164064633,18285.50582235509,6.716399192810059,M2,149.42208,1.0,0.06889244168996801,2.077515840530395,1.918099880218505
1150,36800,150732800,3.518274784088134,3.233827829360962,5.685164928436279,0.117376454174518,0.22902827353906302,15136.194583137532,18252.48233169524,6.716399192810059,M2,150.7328,1.0,0.073373183608055,2.077478170394897,1.888417243957519
1160,37120,152043520,4.054254055023193,3.743099212646484,6.219318866729736,0.11874447017908,0.222599407161847,18646.426058206005,18255.807255046486,6.716399192810059,M2,152.04352,1.0,0.05262218415737101,2.077590942382812,1.8902109861373901
1170,37440,153354240,3.784581422805786,3.485168695449829,5.984482765197754,0.117187060415744,0.21630947978196802,18960.628960289258,18261.609281639932,6.716399192810059,M2,153.35424,1.0,0.062431395053863005,2.077558755874634,1.8851919174194331
1180,37760,154664960,3.481081485748291,3.189697742462158,5.823850154876709,0.11803851276636101,0.21016116065605703,18910.908825698585,18266.9244389437,6.716399192810059,M2,154.66496,1.0,0.065185867249965,2.077665090560913,1.912880659103393
1190,38080,155975680,3.382108211517334,3.104237079620361,5.553632736206055,0.118330053985118,0.204157058946447,18885.5619360242,18271.95416537363,6.716399192810059,M2,155.97568,1.0,0.08598194271326001,2.077562570571899,1.895541906356811
1200,38400,157286400,3.9320638179779053,3.6233901977539062,6.169708251953125,0.11906299740076001,0.198299722613924,19061.090176879236,18278.26022011373,6.716399192810059,M2,157.2864,1.0,0.072352953255176,2.077528476715088,1.8825592994689941
1210,38720,158597120,3.6527035236358643,3.355751991271972,5.935263156890869,0.11674748361110601,0.19259163733644502,18589.646423888636,18280.790903699504,6.716399192810059,M2,158.59712,1.0,0.07302038371562901,2.077566146850586,1.8865089416503902
1220,39040,159907840,3.708537101745605,3.411468505859375,5.937561511993408,0.11931468546390502,0.18703522545429502,18917.215638828216,18285.833390427415,6.716399192810059,M2,159.90784,1.0,0.06900180131196901,2.077605009078979,1.904259085655212
1230,39360,161218560,3.439630031585693,3.148630380630493,5.816170692443848,0.11832924187183301,0.181632844942116,14974.148599218053,18253.013560971,6.716399192810059,M2,161.21856,1.0,0.062428820878267004,2.077663898468017,1.911516427993774
1240,39680,162529280,3.388561248779297,3.112239599227905,5.5226287841796875,0.118106015026569,0.176386788408254,18976.00498697867,18258.62371408748,6.716399192810059,M2,162.52928,1.0,0.07918383926153101,2.077541351318359,1.903031110763549
1250,40000,163840000,3.5866470336914062,3.298342227935791,5.762337684631348,0.118038803339004,0.171299282121844,18932.590020702242,18263.824989838806,6.716399192810059,M2,163.84,1.0,0.047387368977069,2.077523469924926,1.878287672996521
1260,40320,165150720,3.577539920806884,3.286752939224243,5.811942100524902,0.11588166654109901,0.16637248506805,18496.869049724333,18265.651425743217,6.716399192810059,M2,165.15072,1.0,0.043043736368417004,2.077568531036377,1.8982183933258052
1270,40640,166461440,3.897862672805786,3.593989372253418,6.073691368103027,0.11572696268558501,0.16160848803185301,18901.91676868201,18270.49403013283,6.716399192810059,M2,166.46144,1.0,0.06742788106203,2.077614545822143,1.885653734207153
1280,40960,167772160,3.598237991333008,3.309443950653076,5.772103786468506,0.1176198720932,0.15700931271079002,19040.630373014625,18276.269188159356,6.716399192810059,M2,167.77216,1.0,0.115523546934127,2.07763934135437,1.88841962814331
1290,41280,169082880,3.697528600692749,3.403273105621338,5.881313800811768,0.117224782705307,0.152576910856999,19113.918004406343,18282.48013282882,6.716399192810059,M2,169.08288,1.0,0.07882805168628601,2.07754111289978,1.8966505527496331
1300,41600,170393600,4.422138214111328,4.100568771362305,6.427639007568359,0.119160994887351,0.148313163448961,15112.829742875114,18253.03203572589,6.716399192810059,M2,170.3936,1.0,0.120413213968276,2.07760214805603,1.871775388717651
1310,41920,171704320,3.582078218460083,3.290092706680298,5.835930347442627,0.11919508874416301,0.144219879893265,18343.06243300817,18253.715943144343,6.716399192810059,M2,171.70432,1.0,0.048089176416397005,2.07767105102539,1.890061259269714
1320,42240,173015040,3.578487873077392,3.284071445465088,5.884572982788086,0.11859037727117501,0.140298797256749,18978.445728630133,18258.99818743857,6.716399192810059,M2,173.01504,1.0,0.024424104019999,2.077635765075683,1.878952503204345
1330,42560,174325760,4.102537631988525,3.8014578819274902,6.017885208129883,0.11669102311134301,0.13655157952934502,19060.313454645267,18264.771645090656,6.716399192810059,M2,174.32576,1.0,0.062586940824985,2.077583789825439,1.853147864341735
1340,42880,175636480,3.792856216430664,3.492067813873291,6.012025833129883,0.11869603395462001,0.132979816917928,19024.298119479106,18270.215081265756,6.716399192810059,M2,175.63648,1.0,0.084903605282306,2.077580690383911,1.8719509840011592
1350,43200,176947200,3.233014345169067,2.962243556976318,5.411629676818848,0.11952212452888401,0.12958502517148401,19053.82109451559,18275.782551329765,6.716399192810059,M2,176.9472,1.0,0.065472364425659,2.077565431594848,1.8909187316894531
1360,43520,178257920,3.507416009902954,3.221178770065307,5.720973014831543,0.118148326873779,0.126368644937865,18624.971845065367,18278.302329114762,6.716399192810059,M2,178.25792,1.0,0.060561057180166,2.077590227127075,1.8852601051330562
1370,43840,179568640,3.696097373962402,3.405951261520385,5.799160003662109,0.11992002278566301,0.123332041152428,19036.544221927357,18283.61803858043,6.716399192810059,M2,179.56864,1.0,0.033577967435121,2.077666044235229,1.8807954788208001
1380,44160,180879360,3.337904691696167,3.054197549819946,5.670339584350586,0.11645976454019501,0.120476502458792,15061.684247497735,18255.32018852079,6.716399192810059,M2,180.87936,1.0,0.053323872387409,2.077608346939087,1.90177571773529
1390,44480,182190080,3.570672988891601,3.276704788208008,5.875600814819336,0.11817944049835201,0.11780324066198102,19017.463552556248,18260.585013843294,6.716399192810059,M2,182.19008,1.0,0.09759975224733301,2.07759165763855,1.884616613388061
1400,44800,183500800,3.657773733139038,3.368048906326294,5.790717124938965,0.11919747292995402,0.115313390214168,19104.565513046397,18266.348947335922,6.716399192810059,M2,183.5008,1.0,0.048044823110103003,2.077581167221069,1.89131486415863
1410,45120,184811520,3.471689939498901,3.189924240112304,5.6315436363220215,0.116588465869426,0.11300800773324501,18532.345412049428,18268.20855927975,6.716399192810059,M2,184.81152,1.0,0.060099586844444004,2.077594757080078,1.884248733520507
1420,45440,186122240,3.487839937210083,3.203632354736328,5.680391788482666,0.117222741246223,0.11088807155443,19061.247361654554,18273.562554755557,6.716399192810059,M2,186.12224,1.0,0.07688633352518001,2.077590227127075,1.878121137619018
1430,45760,187432960,3.971167087554931,3.666853427886963,6.082512855529785,0.11804683506488801,0.10895448131509,18978.78624620359,18278.312170898516,6.716399192810059,M2,187.43296,1.0,0.054232932627201004,2.077585220336914,1.880832195281982
1440,46080,188743680,4.054998397827148,3.74982738494873,6.099709987640381,0.11926507949829102,0.10720805757296101,19093.320109403714,18283.731964389954,6.716399192810059,M2,188.74368,1.0,0.058177903294563,2.077576875686645,1.852563738822937
1450,46400,190054400,3.769625186920166,3.476204872131347,5.864667892456055,0.115051910281181,0.105649541457927,18959.3017912208,18288.226154979813,6.716399192810059,M2,190.0544,1.0,0.048301685601472,2.077621221542358,1.87021517753601
1460,46720,191365120,3.826406240463257,3.528389692306518,5.956602096557617,0.11852246522903401,0.10427959435750901,14757.693146471336,18258.30836685467,6.716399192810059,M2,191.36512,1.0,0.019326286390423,2.077637910842895,1.861946940422058
1470,47040,192675840,3.20987868309021,2.940792560577392,5.377971649169922,0.11755769699811901,0.10309879763619001,19074.48071985527,18263.624536010546,6.716399192810059,M2,192.67584,1.0,0.06829398870468101,2.077565431594848,1.8764837980270381
1480,47360,193986560,3.144100666046142,2.865169525146484,5.574831485748291,0.11771266907453501,0.102107652388704,18913.95194090876,18267.868541497737,6.716399192810059,M2,193.98656,1.0,0.057053811848163,2.077611207962036,1.892284393310546
1490,47680,195297280,3.980761528015136,3.673237800598144,6.146762847900391,0.11977041512727701,0.10130657922738201,19121.040925743495,18273.340678238306,6.716399192810059,M2,195.29728,1.0,0.07267592102289201,2.077665328979492,1.857850313186645
1500,48000,196608000,3.986200809478759,3.678749561309814,6.145283699035644,0.11843524873256601,0.10069591810366,19043.237580355802,18278.267144896636,6.716399192810059,M2,196.608,1.0,0.038919363170862004,2.077606916427612,1.8730911016464231
1510,48320,197918720,3.8417036533355713,3.546381711959839,5.90272331237793,0.11702950298786101,0.100275928163815,18678.77493014145,18280.86301119651,6.716399192810059,M2,197.91872,1.0,0.039662908762693,2.077572584152221,1.859157919883728
1520,48640,199229440,3.670624017715454,3.375544786453247,5.897858142852783,0.118246853351593,0.10004678763898701,19049.913943133055,18285.719591255904,6.716399192810059,M2,199.22944,1.0,0.04265696555376,2.077677965164184,1.86112642288208
